zip,lat,lng
13202,43.04356,-76.15065
13203,43.061,-76.13486
13204,43.05204,-76.17666
13205,43.00474,-76.14163
13206,43.07354,-76.10584
13207,43.01221,-76.16354
13208,43.07878,-76.14521
13209,43.08581,-76.24355
13210,43.03186,-76.12653
13211,43.10333,-76.11954
13212,43.12839,-76.12889
13214,43.03865,-76.0741
13215,42.97852,-76.22979
13219,43.03969,-76.22277
13224,43.03892,-76.10264
13244,43.02318,-76.12329
13290,43.07132,-76.17368
13301,43.42225,-75.21546
13302,43.50261,-75.95044
13303,43.36992,-75.46636
13304,43.23954,-75.1589
13305,43.89329,-75.43144
13308,43.24865,-75.66686
13309,43.47398,-75.34103
13310,42.89055,-75.57065
13312,43.70247,-75.20758
13313,42.88715,-75.26228
13314,42.82476,-75.31568
13315,42.7438,-75.1385
13316,43.41492,-75.73963
13317,42.85638,-74.58844
13318,42.92366,-75.25958
13319,43.02705,-75.26593
13320,42.77353,-74.74325
13321,43.08901,-75.37259
13322,42.96661,-75.20445
13323,43.04198,-75.38144
13324,43.3165,-74.93325
13325,43.58398,-75.54091
13326,42.71865,-74.90374
13327,43.96047,-75.28474
13328,42.98247,-75.42836
13329,43.11094,-74.70017
13331,43.81706,-74.97284
13332,42.75831,-75.57452
13333,42.83091,-74.82207
13334,42.83445,-75.65986
13335,42.70193,-75.24847
13337,42.75114,-74.9816
13338,43.49706,-74.97833
13339,42.93995,-74.66631
13340,43.04814,-75.11502
13342,42.64766,-75.18918
13343,43.75271,-75.31062
13345,43.6889,-75.33153
13346,42.82093,-75.54453
13348,42.70202,-75.06398
13350,43.06352,-74.98817
13352,43.31122,-75.12058
13353,43.47123,-74.72732
13354,43.26612,-75.27199
13355,42.80971,-75.42401
13357,42.96952,-75.08037
13360,43.72457,-74.73577
13361,42.89807,-74.86256
13363,43.33127,-75.50984
13364,42.80501,-75.26105
13365,43.09804,-74.84937
13367,43.85563,-75.31772
13368,43.6446,-75.33209
13402,42.90209,-75.50728
13403,43.17041,-75.27188
13404,43.73842,-75.48089
13406,43.14326,-74.92257
13407,42.9677,-74.94087
13408,42.92205,-75.66722
13409,42.97602,-75.59131
13410,42.92908,-74.60922
13411,42.63723,-75.30981
13413,43.0576,-75.27495
13415,42.59714,-75.19729
13416,43.18768,-74.9571
13417,43.10002,-75.29399
13418,42.84519,-75.38213
13420,43.65069,-74.9619
13421,43.06293,-75.64654
13424,43.15228,-75.36291
13425,42.9635,-75.48675
13428,42.92096,-74.53311
13431,43.20691,-75.07608
13433,43.59914,-75.24765
13435,43.30255,-75.15134
13436,43.80501,-74.67034
13437,43.59677,-75.80383
13438,43.35171,-75.15527
13439,42.85491,-74.99724
13440,43.21807,-75.45941
13441,43.22711,-75.40758
13450,42.7026,-74.81263
13452,43.03718,-74.63001
13454,43.16885,-74.75719
13455,42.91791,-75.37655
13456,43.00145,-75.25855
13457,42.77527,-75.03691
13459,42.77721,-74.59315
13460,42.68492,-75.45572
13461,43.07115,-75.59866
13464,42.68632,-75.61998
13468,42.84696,-74.86448
13469,43.22028,-75.29853
13470,43.21075,-74.66825
13471,43.37606,-75.6122
13472,43.69491,-75.06072
13473,43.64414,-75.44517
13475,42.88789,-74.81196
13476,43.08728,-75.51219
13477,43.03633,-75.51441
13478,43.14916,-75.58009
13480,42.91424,-75.36699
13482,42.69661,-75.17695
13483,43.40075,-75.81995
13484,42.85426,-75.65549
13485,42.7865,-75.3165
13486,43.35707,-75.34088
13488,42.67447,-74.76796
13489,43.46698,-75.52928
13490,43.10612,-75.42991
13491,42.85957,-75.17698
13492,43.1172,-75.33023
13493,43.43162,-75.90102
13494,43.53136,-75.14198
13495,43.11087,-75.27744
13501,43.08138,-75.22611
13502,43.14121,-75.16584
13601,43.96949,-75.90965
13602,44.04877,-75.75747
13603,44.03826,-75.79765
13605,43.80641,-76.05195
13606,43.87007,-76.01601
13607,44.33233,-75.91187
13608,44.23879,-75.62508
13611,43.77726,-76.12374
13612,43.98571,-75.76911
13613,44.85884,-74.73879
13614,44.53081,-75.69194
13615,44.00569,-75.98328
13616,44.02538,-75.85896
13617,44.5789,-75.14668
13618,44.11641,-76.27851
13619,43.97705,-75.59432
13620,43.89989,-75.45265
13621,44.8452,-75.06596
13622,44.09654,-76.115
13623,44.44877,-75.75299
13624,44.22284,-76.09736
13625,44.5384,-74.92135
13626,43.85143,-75.7202
13628,44.03764,-75.68307
13630,44.49742,-75.31756
13632,44.12698,-76.06826
13633,44.48259,-75.48825
13634,44.01197,-76.07034
13635,44.29915,-75.26188
13636,43.74107,-76.12762
13637,44.09751,-75.83346
13638,44.02077,-75.75443
13639,44.2594,-75.14324
13640,44.3198,-75.99937
13641,44.27341,-76.00573
13642,44.3263,-75.46742
13643,44.03207,-75.71738
13645,44.30878,-75.44655
13646,44.44144,-75.69379
13647,44.6017,-74.99264
13648,44.14977,-75.29908
13649,44.91246,-74.69983
13650,43.80742,-76.20629
13651,43.86513,-76.18125
13652,44.43579,-75.21338
13654,44.56654,-75.46067
13655,44.97865,-74.64781
13656,44.19141,-75.95058
13658,44.73979,-75.27756
13659,43.73783,-75.8707
13660,44.77727,-75.15764
13661,43.70924,-76.1054
13662,44.9378,-74.89383
13664,44.58423,-75.64537
13665,44.05227,-75.44933
13666,44.21404,-74.95557
13667,44.83768,-74.96149
13668,44.75432,-74.98764
13669,44.65004,-75.49861
13670,44.18264,-75.11635
13672,44.48166,-74.67987
13673,44.17105,-75.72133
13674,43.73763,-76.05192
13675,44.28227,-75.83872
13676,44.65178,-74.91377
13678,44.83165,-74.96775
13679,44.32664,-75.76554
13680,44.59416,-75.32814
13681,44.42933,-75.37142
13682,43.84024,-75.88924
13683,44.97395,-74.73543
13684,44.36577,-75.0464
13685,43.93343,-76.09399
13687,44.44744,-74.82516
13690,44.12612,-75.02319
13691,44.22747,-75.78208
13692,44.28861,-76.0258
13693,44.03237,-76.24824
13694,44.8575,-75.1645
13695,44.10505,-74.92872
13696,44.70425,-74.88971
13697,44.74841,-74.80656
13699,44.66372,-74.99851
13730,42.23201,-75.53127
13731,42.13059,-74.7882
13732,42.04396,-76.16772
13733,42.30459,-75.4793
13734,42.07752,-76.40864
13736,42.31722,-76.19389
13738,42.56236,-76.11986
13739,42.36614,-74.78982
13740,42.27535,-74.74498
13743,42.21706,-76.33898
13744,42.24078,-75.90629
13746,42.26868,-75.82085
13747,42.49003,-74.98209
13748,42.03428,-75.81727
13750,42.47739,-74.83904
13751,42.45745,-74.88363
13752,42.17257,-74.90379
13753,42.30873,-74.92538
13754,42.09387,-75.43625
13755,42.05976,-75.01524
13756,42.01025,-75.10394
13757,42.40915,-74.89321
13760,42.13425,-76.08354
13774,41.96192,-75.17283
13775,42.33706,-75.14728
13776,42.47023,-75.33458
13777,42.25894,-75.9866
13778,42.34795,-75.75977
13780,42.42496,-75.48128
13782,42.17304,-74.9836
13783,41.99037,-75.26764
13784,42.43542,-76.2177
13786,42.4485,-74.69563
13787,42.20606,-75.66334
13788,42.34914,-74.65658
13790,42.16937,-75.99796
13795,42.05844,-75.77419
13796,42.5513,-75.13644
13797,42.32765,-76.04389
13801,42.50327,-75.78028
13802,42.25164,-76.04207
13803,42.45787,-76.06028
13804,42.20708,-75.37562
13806,42.37894,-74.97315
13807,42.61718,-74.98612
13808,42.52797,-75.25657
13809,42.40849,-75.3914
13810,42.61188,-75.11157
13811,42.23099,-76.17481
13812,42.02993,-76.35461
13813,42.16808,-75.54266
13814,42.61655,-75.52584
13815,42.54712,-75.53413
13820,42.47204,-75.03893
13825,42.44329,-75.20154
13826,42.10517,-75.63701
13827,42.11178,-76.25216
13830,42.43868,-75.6295
13832,42.6531,-75.66286
13833,42.19829,-75.76432
13834,42.54903,-74.96727
13835,42.38906,-76.16939
13838,42.28423,-75.39595
13839,42.24824,-75.26007
13841,42.41408,-75.84171
13842,42.37922,-74.72302
13843,42.53468,-75.37584
13844,42.60927,-75.68083
13846,42.36037,-75.05465
13847,42.20443,-75.27777
13849,42.33785,-75.31392
13850,42.04873,-76.02663
13856,42.16666,-75.16633
13859,42.37123,-75.24916
13860,42.45573,-74.94989
13861,42.5048,-75.14156
13862,42.3369,-75.9372
13863,42.44164,-75.904
13864,42.29095,-76.39225
13865,42.06282,-75.62879
13901,42.18253,-75.88048
13902,42.08895,-75.96891
13903,42.04749,-75.89573
13904,42.13072,-75.81587
13905,42.18086,-75.94476
14001,43.03149,-78.51154
14004,42.89487,-78.51008
14005,42.91788,-78.24703
14006,42.63366,-79.02056
14008,43.30792,-78.62728
14009,42.57542,-78.39241
14011,42.83158,-78.29784
14012,43.33431,-78.52572
14013,43.07639,-78.39704
14020,42.99513,-78.21508
14024,42.58111,-78.24431
14025,42.6232,-78.72609
14026,42.94212,-78.68794
14027,42.59408,-79.02067
14028,43.31498,-78.71664
14029,42.47293,-78.26346
14030,42.56518,-78.50052
14031,42.98661,-78.60908
14032,43.04587,-78.63189
14033,42.65865,-78.68436
14034,42.4985,-78.86238
14035,42.49099,-78.85936
14036,42.97447,-78.38712
14037,42.80637,-78.45448
14039,42.83593,-78.17101
14040,42.88809,-78.37847
14041,42.4059,-78.97699
14042,42.46882,-78.48377
14043,42.90142,-78.70431
14047,42.68579,-78.99328
14048,42.48087,-79.31128
14051,43.04168,-78.69927
14052,42.77054,-78.58084
14054,42.90606,-78.1312
14055,42.5536,-78.60121
14056,42.99183,-78.30663
14057,42.64587,-78.87542
14058,43.10167,-78.16211
14059,42.83241,-78.63678
14060,42.43986,-78.30884
14061,42.59111,-79.08949
14062,42.44364,-79.14897
14063,42.41451,-79.32518
14065,42.48741,-78.31158
14066,42.62381,-78.18051
14067,43.21565,-78.56644
14068,43.02696,-78.75808
14069,42.59984,-78.62984
14070,42.43673,-78.92798
14072,43.01673,-78.96308
14075,42.71297,-78.82985
14080,42.64289,-78.54886
14081,42.56332,-79.06528
14082,42.65689,-78.38435
14083,42.67921,-78.43446
14085,42.71494,-78.92691
14086,42.90661,-78.6291
14091,42.54224,-78.88868
14092,43.17314,-78.99521
14094,43.15989,-78.70032
14098,43.33464,-78.37827
14101,42.3863,-78.54292
14102,42.84272,-78.55481
14103,43.2125,-78.37696
14105,43.19043,-78.4813
14108,43.26365,-78.7274
14109,43.13718,-79.03516
14111,42.58206,-78.89803
14112,42.6981,-78.9395
14113,42.66813,-78.33624
14120,43.07337,-78.83585
14125,43.08773,-78.28207
14126,43.33529,-78.72335
14127,42.75204,-78.74402
14129,42.4805,-79.0092
14130,42.55318,-78.14959
14131,43.23556,-78.89935
14132,43.14787,-78.87856
14134,42.53057,-78.51738
14135,42.48489,-79.2437
14136,42.52387,-79.16935
14138,42.37497,-79.05376
14139,42.71723,-78.53606
14141,42.52366,-78.7109
14143,42.97547,-78.0759
14145,42.73154,-78.43205
14150,42.99794,-78.87815
14166,42.45088,-79.41592
14167,42.74327,-78.32629
14168,42.51187,-78.98745
14169,42.76446,-78.52938
14170,42.70115,-78.67294
14171,42.42491,-78.64286
14172,43.28201,-78.81757
14173,42.52594,-78.47306
14174,43.24178,-79.00548
14201,42.89706,-78.88752
14202,42.88798,-78.88358
14203,42.86244,-78.86507
14204,42.882,-78.8614
14206,42.88078,-78.81018
14207,42.95201,-78.89824
14208,42.9146,-78.85146
14209,42.91365,-78.86622
14210,42.86407,-78.82811
14211,42.90813,-78.81883
14212,42.89438,-78.81957
14213,42.91762,-78.89099
14214,42.93936,-78.84101
14215,42.93451,-78.81023
14216,42.94855,-78.862
14217,42.97189,-78.87674
14218,42.81921,-78.82772
14219,42.78903,-78.82694
14220,42.84571,-78.82264
14221,42.97918,-78.72158
14222,42.92002,-78.8771
14223,42.97348,-78.84612
14224,42.83767,-78.74771
14225,42.92879,-78.752
14226,42.97078,-78.79844
14227,42.88402,-78.74665
14228,43.04214,-78.7798
14260,43.00165,-78.79066
14261,43.00188,-78.7848
14301,43.09701,-79.03726
14302,43.0939,-79.04919
14303,43.08428,-79.03908
14304,43.10197,-78.95282
14305,43.1199,-79.02265
14411,43.23456,-78.21349
14413,43.2229,-76.97067
14414,42.89358,-77.73501
14415,42.7559,-77.01643
14416,43.08003,-77.97849
14418,42.60717,-77.21681
14420,43.21385,-77.93305
14422,43.08357,-78.06704
14423,42.94382,-77.82788
14424,42.84649,-77.3104
14425,42.98962,-77.33734
14427,42.61828,-78.05442
14428,43.08029,-77.85963
14432,42.95696,-77.14333
14433,43.07939,-76.87779
14435,42.71496,-77.66721
14437,42.57072,-77.73435
14441,42.68608,-76.95756
14445,43.11312,-77.48978
14450,43.0921,-77.41623
14453,43.01602,-77.47338
14454,42.79731,-77.76879
14456,42.84584,-77.00012
14462,42.68652,-77.75112
14463,42.79539,-77.0689
14464,43.32659,-77.9374
14466,42.77773,-77.5842
14467,43.04119,-77.60996
14468,43.29242,-77.80542
14469,42.87778,-77.46735
14470,43.21099,-78.05456
14471,42.75308,-77.49425
14472,42.96589,-77.58173
14475,42.93683,-77.49787
14476,43.32946,-78.04226
14477,43.33353,-78.13415
14478,42.58011,-77.12791
14479,43.23768,-78.31008
14480,42.83809,-77.70736
14481,42.77173,-77.91643
14482,42.97457,-77.97014
14485,42.88016,-77.60131
14486,42.89293,-77.92295
14487,42.81174,-77.63873
14489,43.09008,-76.99238
14502,43.09532,-77.33598
14504,42.96839,-77.2327
14505,43.15846,-77.17503
14506,43.0012,-77.50508
14507,42.69635,-77.27373
14510,42.69485,-77.87167
14511,42.99603,-77.87762
14512,42.64411,-77.39296
14513,43.07204,-77.0961
14514,43.08597,-77.80303
14515,43.25287,-77.73175
14516,43.19855,-76.91153
14517,42.59217,-77.8971
14519,43.23184,-77.31389
14521,42.67639,-76.80876
14522,43.05911,-77.22152
14525,42.87242,-78.01471
14526,43.15129,-77.44806
14527,42.66764,-77.06473
14529,42.53748,-77.64418
14530,42.73446,-78.00276
14532,42.96462,-77.02601
14533,42.84632,-77.88468
14534,43.0564,-77.52083
14536,42.53958,-78.08358
14537,43.03539,-77.15604
14539,42.83418,-77.87521
14541,42.75704,-76.84403
14542,43.15306,-76.87595
14543,42.98777,-77.67747
14544,42.75562,-77.23958
14545,42.66166,-77.71056
14546,43.0296,-77.77372
14548,42.97538,-77.24341
14549,42.69667,-78.02212
14550,42.67757,-78.09166
14551,43.21886,-77.04596
14555,43.25946,-76.98665
14556,42.67906,-77.83222
14557,43.04807,-78.06126
14559,43.18823,-77.81778
14560,42.68716,-77.57691
14561,42.82218,-77.13131
14564,42.98329,-77.42417
14568,43.14657,-77.28365
14569,42.74012,-78.17269
14571,43.34397,-78.24894
14572,42.5669,-77.57017
14580,43.21883,-77.44561
14585,42.90587,-77.55301
14586,43.04151,-77.68693
14588,42.67973,-76.87047
14589,43.23997,-77.17224
14590,43.24533,-76.83099
14591,42.82865,-78.09364
14592,42.86875,-77.89066
14604,43.1569,-77.60536
14605,43.16838,-77.60177
14606,43.17069,-77.69933
14607,43.15099,-77.58682
14608,43.15335,-77.62362
14609,43.17731,-77.55234
14610,43.14196,-77.5463
14611,43.14756,-77.64731
14612,43.26513,-77.67654
14613,43.1822,-77.64068
14614,43.1574,-77.61473
14615,43.20337,-77.65637
14616,43.23431,-77.65822
14617,43.22488,-77.59323
14618,43.11305,-77.55547
14619,43.1361,-77.649
14620,43.12878,-77.60463
14621,43.18911,-77.60408
14622,43.21389,-77.55359
14623,43.08798,-77.64314
14624,43.12765,-77.7317
14625,43.14891,-77.50551
14626,43.21348,-77.71272
14627,43.12931,-77.62912
14642,43.12281,-77.62508
14701,42.08091,-79.25502
14706,42.10663,-78.52795
14707,42.08256,-78.06196
14708,42.01424,-78.06988
14709,42.35279,-77.98267
14710,42.08957,-79.42306
14711,42.32088,-78.12625
14712,42.18163,-79.36812
14714,42.28368,-78.23493
14715,42.07323,-78.14832
14716,42.38056,-79.43406
14717,42.36258,-78.18235
14718,42.34417,-79.28813
14719,42.34323,-78.87198
14720,42.10857,-79.27997
14721,42.01645,-78.26801
14722,42.20961,-79.46882
14723,42.3101,-79.13489
14724,42.05272,-79.67031
14726,42.25255,-79.02221
14727,42.2129,-78.29358
14728,42.2648,-79.41689
14729,42.40404,-78.73628
14731,42.30063,-78.65092
14732,42.2188,-79.10696
14733,42.14996,-79.17499
14735,42.45027,-78.09681
14736,42.13715,-79.74644
14737,42.33524,-78.42926
14738,42.04539,-79.05926
14739,42.1925,-78.14932
14740,42.21962,-79.18053
14741,42.21868,-78.5963
14742,42.11934,-79.30878
14743,42.20532,-78.40631
14744,42.4219,-78.21516
14747,42.15346,-79.09061
14748,42.1392,-78.63636
14750,42.07939,-79.32752
14752,42.3517,-79.31965
14753,42.03899,-78.63516
14754,42.02385,-78.19799
14755,42.23477,-78.81398
14756,42.19708,-79.42373
14757,42.23944,-79.50457
14760,42.07098,-78.41421
14767,42.05344,-79.51583
14769,42.36885,-79.47413
14770,42.0468,-78.29963
14772,42.15383,-78.95086
14774,42.08875,-78.14658
14775,42.23198,-79.69532
14777,42.38999,-78.26167
14778,42.07759,-78.4827
14779,42.10703,-78.76977
14781,42.16402,-79.604
14782,42.2665,-79.2559
14783,42.06014,-78.91816
14784,42.31445,-79.38028
14785,42.15572,-79.40337
14787,42.31342,-79.5675
14788,42.06012,-78.37661
14801,42.09718,-77.28461
14802,42.2537,-77.78989
14803,42.25135,-77.78808
14804,42.31587,-77.8476
14805,42.3563,-76.72618
14806,42.15543,-77.78662
14807,42.41821,-77.71949
14808,42.55817,-77.46882
14809,42.41961,-77.44355
14810,42.34678,-77.34599
14812,42.29199,-76.99413
14813,42.24638,-77.99209
14814,42.15525,-76.95148
14815,42.37335,-77.09463
14816,42.19728,-76.73161
14817,42.36295,-76.34548
14818,42.44878,-76.81688
14819,42.21924,-77.43466
14820,42.18629,-77.36258
14821,42.23541,-77.21623
14822,42.43522,-77.84702
14823,42.23984,-77.5722
14824,42.26875,-76.70881
14825,42.05564,-76.62116
14826,42.49354,-77.49335
14827,42.18069,-77.14292
14830,42.12927,-77.02783
14836,42.51526,-77.91526
14837,42.49919,-77.01668
14838,42.18951,-76.66635
14839,42.13961,-77.64331
14840,42.44119,-77.18758
14841,42.52699,-76.84249
14842,42.59666,-76.963
14843,42.32819,-77.64371
14845,42.20225,-76.8334
14846,42.5301,-78.00319
14847,42.6031,-76.74047
14850,42.43249,-76.49891
14853,42.44727,-76.48149
14854,42.51138,-76.60874
14855,42.13978,-77.50112
14856,42.37737,-77.36944
14858,42.02909,-77.13315
14859,42.12118,-76.53985
14860,42.59099,-76.84201
14861,42.0914,-76.6888
14864,42.2804,-76.84205
14865,42.35091,-76.83178
14867,42.34243,-76.61461
14869,42.36403,-76.77052
14870,42.16816,-77.13234
14871,42.03838,-76.91093
14872,42.24141,-76.86473
14873,42.52181,-77.29814
14874,42.53231,-77.17234
14877,42.06181,-77.68384
14878,42.44946,-76.94401
14879,42.31521,-77.19323
14880,42.17363,-77.97334
14881,42.4017,-76.35795
14882,42.5801,-76.56576
14883,42.24056,-76.482
14884,42.47613,-77.88724
14885,42.048,-77.57117
14886,42.50408,-76.68836
14889,42.21605,-76.58138
14891,42.37823,-76.95035
14892,42.0478,-76.52804
14893,42.46952,-77.11182
14894,42.02442,-76.77185
14895,42.07772,-77.93387
14897,42.02949,-77.79076
14898,42.05729,-77.43482
14901,42.07363,-76.74137
14903,42.12372,-76.87771
14904,42.07007,-76.80798
14905,42.08692,-76.84284
15001,40.59161,-80.32078
15003,40.60153,-80.21415
15004,40.34216,-80.38289
15005,40.64431,-80.17607
15006,40.63351,-79.87678
15007,40.65128,-79.93173
15009,40.69933,-80.36464
15010,40.76829,-80.35873
15012,40.15871,-79.81188
15014,40.60859,-79.74149
15015,40.63622,-80.08164
15017,40.34348,-80.12865
15018,40.26924,-79.79805
15019,40.40805,-80.33053
15020,40.2283,-79.9479
15021,40.39373,-80.43583
15022,40.13329,-79.93661
15024,40.57649,-79.84649
15025,40.29887,-79.9213
15026,40.51043,-80.35662
15027,40.66706,-80.23988
15028,40.30194,-79.79891
15030,40.58492,-79.78074
15031,40.34802,-80.16235
15033,40.18011,-79.86501
15034,40.35083,-79.89067
15035,40.38488,-79.80726
15037,40.25649,-79.85017
15038,40.2499,-79.92379
15042,40.68786,-80.20411
15043,40.55585,-80.48994
15044,40.64009,-79.9492
15045,40.32613,-79.88614
15046,40.55618,-80.22868
15047,40.3123,-79.79513
15049,40.55545,-79.80366
15050,40.5617,-80.44038
15051,40.56812,-79.86076
15052,40.6669,-80.43318
15053,40.38056,-80.35975
15054,40.36353,-80.4008
15055,40.30642,-80.12296
15056,40.56512,-80.21407
15057,40.35571,-80.24713
15059,40.68056,-80.49182
15060,40.37695,-80.29113
15061,40.66013,-80.31082
15062,40.15184,-79.88277
15063,40.19487,-79.92228
15064,40.35538,-80.14849
15065,40.64192,-79.72766
15066,40.75119,-80.25269
15067,40.20823,-79.96106
15068,40.56241,-79.7124
15071,40.41486,-80.18981
15072,40.13922,-79.85605
15074,40.72837,-80.21937
15075,40.58665,-79.82693
15076,40.60949,-79.8374
15077,40.62517,-80.4173
15078,40.35949,-80.38501
15081,40.57471,-80.23614
15082,40.38031,-80.21061
15083,40.24802,-79.79041
15084,40.6282,-79.8028
15085,40.38497,-79.72539
15086,40.664,-80.09593
15087,40.19504,-79.84948
15088,40.27159,-79.89607
15089,40.22063,-79.73719
15090,40.62587,-80.06766
15101,40.58139,-79.95531
15102,40.32125,-80.03707
15104,40.40379,-79.86249
15106,40.40882,-80.10863
15108,40.50006,-80.20031
15110,40.37321,-79.85024
15112,40.40453,-79.83734
15116,40.5384,-79.95211
15120,40.39597,-79.90689
15122,40.35976,-79.90628
15126,40.46019,-80.28727
15129,40.29348,-79.99515
15131,40.33477,-79.80132
15132,40.33982,-79.84299
15133,40.3257,-79.86127
15135,40.29959,-79.81153
15136,40.46872,-80.10233
15137,40.37762,-79.80902
15139,40.52192,-79.83479
15140,40.4073,-79.7783
15142,40.38474,-80.12231
15143,40.57298,-80.14725
15144,40.54759,-79.78317
15145,40.41451,-79.82352
15146,40.4264,-79.76005
15147,40.49704,-79.82858
15148,40.39351,-79.79525
15201,40.47565,-79.95389
15202,40.50566,-80.06902
15203,40.4257,-79.97491
15204,40.45597,-80.06051
15205,40.4381,-80.10552
15206,40.47244,-79.91324
15207,40.39813,-79.9334
15208,40.45387,-79.89883
15209,40.50007,-79.97463
15210,40.40679,-79.98411
15211,40.4302,-80.01533
15212,40.47106,-80.00844
15213,40.44293,-79.95345
15214,40.48541,-80.01455
15215,40.50457,-79.91338
15216,40.40268,-80.0348
15217,40.43083,-79.91999
15218,40.42366,-79.88924
15219,40.44304,-79.98443
15220,40.41875,-80.04894
15221,40.43457,-79.86631
15222,40.44998,-79.9912
15223,40.50431,-79.95199
15224,40.46737,-79.94623
15225,40.50636,-80.1116
15226,40.39527,-80.01374
15227,40.375,-79.97077
15228,40.37075,-80.04395
15229,40.51995,-80.03866
15232,40.45246,-79.93193
15233,40.45985,-80.03387
15234,40.36808,-80.01782
15235,40.45968,-79.82194
15236,40.34756,-79.97652
15237,40.54834,-80.04682
15238,40.53405,-79.88115
15239,40.48437,-79.73753
15241,40.33293,-80.08291
15243,40.37474,-80.07305
15260,40.4432,-79.95306
15275,40.45246,-80.18405
15282,40.43602,-79.99042
15290,40.45735,-80.01932
15301,40.16411,-80.25304
15310,39.79255,-80.48108
15311,40.04608,-80.18592
15312,40.25404,-80.43757
15313,40.06318,-80.02937
15314,40.14555,-80.01775
15315,39.75741,-79.98319
15316,39.76514,-80.26185
15317,40.27105,-80.16535
15320,39.87386,-79.99768
15321,40.32167,-80.18716
15322,39.97655,-80.0488
15323,40.10845,-80.40926
15324,40.10074,-80.0654
15325,39.94893,-79.96331
15327,39.75088,-79.96293
15329,40.02813,-80.27205
15330,40.18227,-80.09492
15331,40.10754,-80.02214
15332,40.24226,-79.99134
15333,40.02693,-80.01429
15334,39.81292,-79.9673
15337,39.9505,-80.37521
15338,39.81654,-79.96206
15340,40.28654,-80.32258
15341,39.82381,-80.34728
15342,40.24533,-80.22061
15344,39.92289,-80.05068
15345,40.02173,-80.10743
15346,39.93545,-80.07536
15347,40.21807,-80.22469
15348,39.98748,-79.99624
15349,39.75885,-80.07795
15350,40.29377,-80.20056
15351,39.87827,-79.93068
15352,39.75418,-80.40253
15353,39.96223,-80.31107
15357,39.93721,-79.98153
15358,40.055,-80.00309
15359,39.87667,-80.27555
15360,40.08846,-80.08144
15361,40.33277,-80.2623
15362,39.75821,-80.21301
15363,40.25159,-80.19761
15364,39.94557,-80.2849
15365,40.15564,-80.38548
15366,40.1598,-79.974
15367,40.26321,-80.05474
15368,40.0145,-79.9892
15370,39.8734,-80.17991
15376,40.10493,-80.48744
15377,39.97973,-80.45083
15378,40.27771,-80.27433
15379,40.2432,-80.42519
15380,39.8725,-80.4692
15401,39.89914,-79.74965
15410,39.91246,-79.90352
15411,39.74724,-79.34344
15412,40.09496,-79.85218
15413,39.98493,-79.87141
15416,39.85903,-79.72286
15417,40.01466,-79.91464
15419,40.05861,-79.89408
15420,39.95981,-79.86537
15421,39.84527,-79.59743
15422,39.9781,-79.80927
15423,40.08804,-79.92538
15424,39.829,-79.35377
15425,40.02702,-79.55411
15427,40.06742,-79.97065
15428,40.0811,-79.68184
15429,40.00678,-79.94021
15430,40.04025,-79.65534
15431,39.94066,-79.58075
15432,40.11301,-79.85913
15433,39.97413,-79.95799
15434,40.08013,-79.88037
15435,39.94314,-79.84731
15436,39.81844,-79.72543
15437,39.79202,-79.59846
15438,40.07485,-79.84431
15440,39.73775,-79.64347
15442,40.01542,-79.84019
15443,39.91924,-79.88448
15444,40.0134,-79.90836
15445,39.87343,-79.65766
15446,40.03172,-79.39433
15447,39.9445,-79.93257
15448,40.13572,-79.73394
15449,39.97267,-79.78055
15450,40.00289,-79.97616
15451,39.74018,-79.84005
15454,39.86386,-79.87286
15455,40.00614,-79.64609
15456,39.92919,-79.6532
15458,39.88715,-79.85099
15459,39.76483,-79.4648
15460,39.80712,-79.90756
15461,39.83978,-79.89843
15462,40.06136,-79.38113
15463,39.9629,-79.89916
15464,39.92463,-79.43695
15465,39.93883,-79.64126
15466,40.07562,-79.89199
15467,39.78931,-79.90526
15468,39.94872,-79.83761
15469,40.01366,-79.41861
15470,39.85321,-79.53078
15472,39.91933,-79.71679
15473,40.07256,-79.77352
15474,39.75201,-79.90145
15475,39.95812,-79.88057
15476,39.86888,-79.92228
15477,40.07856,-79.86243
15478,39.78601,-79.80099
15479,40.15224,-79.71329
15480,39.98644,-79.76962
15482,40.06073,-79.76645
15483,40.08352,-79.85036
15484,39.89242,-79.77842
15486,40.02762,-79.70981
15488,39.97749,-79.75974
15489,39.96323,-79.69531
15490,40.06782,-79.45327
15492,40.11974,-79.76306
15501,40.03582,-79.13024
15502,40.03641,-79.25176
15510,39.96435,-79.04009
15520,40.10626,-79.06017
15521,40.19972,-78.63176
15522,39.94931,-78.55173
15530,39.94531,-78.91253
15531,40.18537,-79.0794
15532,39.76232,-79.06084
15533,39.98585,-78.24566
15534,39.89712,-78.69589
15535,39.826,-78.45001
15536,39.94956,-78.2109
15537,39.9981,-78.36506
15538,39.86644,-78.83233
15539,40.12835,-78.59341
15540,39.79549,-79.23712
15541,40.04905,-78.98076
15542,39.86742,-79.07851
15544,40.13254,-79.09656
15545,39.77943,-78.776
15546,40.13717,-79.04758
15547,40.1629,-79.07019
15550,39.99025,-78.64493
15551,39.88413,-79.26761
15552,39.79629,-78.98232
15554,40.12525,-78.61575
15555,40.09758,-79.08132
15557,39.92757,-79.20945
15558,39.7494,-79.09755
15559,40.05914,-78.68241
15560,40.01687,-78.90664
15561,40.09379,-79.0907
15562,39.74165,-79.1219
15563,40.0962,-78.93618
15564,39.72967,-78.84542
