zip,lat,lng
01380,42.58675,-72.40264
01420,42.58559,-71.81693
01430,42.66069,-71.9232
01431,42.67652,-71.82322
01432,42.56351,-71.57059
01434,42.53149,-71.61663
01436,42.60579,-72.08958
01438,42.56028,-72.03583
01440,42.58797,-71.98649
01450,42.61368,-71.56139
01451,42.50005,-71.57754
01452,42.48378,-72.00514
01453,42.51961,-71.76583
01460,42.53503,-71.4891
01462,42.58994,-71.72036
01463,42.67126,-71.60429
01464,42.57411,-71.6475
01468,42.55324,-72.06879
01469,42.66514,-71.69161
01473,42.55122,-71.90266
01474,42.67088,-71.7508
01475,42.66675,-72.04902
01501,42.19689,-71.84549
01503,42.38378,-71.63552
01504,42.0399,-71.53125
01505,42.35633,-71.72123
01506,42.19364,-72.10441
01507,42.13509,-71.96803
01510,42.4119,-71.68883
01515,42.20328,-72.04669
01516,42.0528,-71.75106
01518,42.11342,-72.11632
01519,42.20077,-71.67892
01520,42.33685,-71.85181
01521,42.06012,-72.16592
01522,42.38142,-71.87111
01523,42.48176,-71.68079
01524,42.24919,-71.91989
01525,42.09899,-71.64296
01527,42.19228,-71.77397
01529,42.03906,-71.57767
01531,42.31929,-72.12794
01532,42.32314,-71.64621
01534,42.13991,-71.64433
01535,42.2695,-72.07794
01536,42.23189,-71.69219
01537,42.16177,-71.89217
01540,42.11649,-71.85819
01541,42.45649,-71.88128
01542,42.20241,-71.90995
01543,42.38482,-71.96726
01545,42.28419,-71.71558
01550,42.06039,-72.03377
01560,42.17496,-71.67762
01561,42.44581,-71.68845
01562,42.24715,-71.99189
01564,42.44124,-71.77297
01566,42.1047,-72.07745
01568,42.17694,-71.60516
01569,42.05895,-71.63741
01570,42.05206,-71.8485
01571,42.05501,-71.93519
01581,42.26815,-71.61402
01583,42.37034,-71.78502
01585,42.23762,-72.16311
01588,42.11837,-71.66836
01590,42.13387,-71.75179
01602,42.27219,-71.84946
01603,42.24373,-71.84429
01604,42.25085,-71.7683
01605,42.28979,-71.78802
01606,42.31367,-71.79614
01607,42.22684,-71.79037
01608,42.2621,-71.80145
01609,42.28592,-71.82853
01610,42.24645,-71.80968
01611,42.23945,-71.87702
01612,42.31037,-71.93095
01701,42.32195,-71.43796
01702,42.28242,-71.43428
01718,42.52165,-71.42983
01719,42.48837,-71.51779
01720,42.48397,-71.43809
01721,42.25726,-71.46867
01730,42.4995,-71.27799
01731,42.46422,-71.28202
01740,42.43616,-71.60728
01741,42.53001,-71.35128
01742,42.46221,-71.36504
01745,42.29155,-71.50101
01746,42.19775,-71.44499
01747,42.12477,-71.535
01748,42.2255,-71.53781
01749,42.38868,-71.54648
01752,42.3494,-71.54681
01754,42.4264,-71.45607
01756,42.09301,-71.55146
01757,42.15723,-71.51978
01760,42.28436,-71.34966
01770,42.23416,-71.37532
01772,42.30144,-71.5304
01773,42.42572,-71.31013
01775,42.42983,-71.51146
01776,42.38456,-71.42316
01778,42.3583,-71.35895
01801,42.48694,-71.15415
01803,42.5028,-71.20147
01810,42.64669,-71.16517
01821,42.54999,-71.25206
01824,42.59156,-71.35553
01826,42.68323,-71.30063
01827,42.67643,-71.50052
01830,42.7959,-71.05323
01832,42.79099,-71.13133
01833,42.72409,-70.9821
01834,42.75198,-71.01486
01835,42.75292,-71.08602
01840,42.70695,-71.16014
01841,42.71077,-71.16494
01843,42.68985,-71.16095
01844,42.73426,-71.18858
01845,42.67132,-71.08669
01850,42.65569,-71.30292
01851,42.62915,-71.33674
01852,42.63231,-71.29538
01854,42.64939,-71.34827
01860,42.83858,-71.01194
01862,42.57427,-71.29437
01863,42.63274,-71.39132
01864,42.58156,-71.08759
01867,42.53505,-71.1055
01876,42.61206,-71.22733
01879,42.66626,-71.42911
01880,42.50348,-71.06559
01886,42.58642,-71.44008
01887,42.56091,-71.16541
01890,42.45177,-71.14628
01901,42.46125,-70.94639
01902,42.4712,-70.93983
01904,42.49151,-70.97166
01905,42.46355,-70.9733
01906,42.46922,-71.01299
01907,42.47572,-70.90684
01908,42.42856,-70.92614
01913,42.85297,-70.94459
01915,42.56841,-70.8647
01921,42.6815,-71.01887
01922,42.75862,-70.91758
01923,42.57398,-70.94923
01929,42.63478,-70.77684
01930,42.62605,-70.68966
01937,42.58579,-70.98406
01938,42.68568,-70.83989
01940,42.53523,-71.03695
01944,42.58154,-70.76825
01945,42.49924,-70.86348
01949,42.6043,-71.01641
01950,42.81237,-70.88785
01951,42.77742,-70.85022
01952,42.84655,-70.86163
01960,42.53374,-70.97222
01965,42.56294,-70.82996
01966,42.65432,-70.62227
01969,42.72235,-70.88832
01970,42.51298,-70.90266
01982,42.62669,-70.85789
01983,42.63728,-70.94251
01984,42.60078,-70.8826
01985,42.7939,-70.96906
02019,42.0777,-71.47407
02021,42.17504,-71.12645
02025,42.23603,-70.81906
02026,42.24665,-71.1777
02030,42.2366,-71.28421
02032,42.15489,-71.2155
02035,42.06266,-71.24613
02038,42.08622,-71.41126
02043,42.21678,-70.88494
02045,42.28437,-70.88266
02047,42.14582,-70.69603
02048,42.01626,-71.21868
02050,42.11443,-70.71487
02052,42.1848,-71.30501
02053,42.15352,-71.42906
02054,42.1693,-71.36261
02056,42.11632,-71.32952
02061,42.16075,-70.81772
02062,42.18563,-71.19464
02066,42.20129,-70.76155
02067,42.10778,-71.18183
02071,42.10392,-71.27002
02072,42.1192,-71.10189
02081,42.14689,-71.25916
02090,42.22024,-71.21057
02093,42.05129,-71.35522
02108,42.35657,-71.06516
02109,42.36498,-71.05277
02110,42.35797,-71.05189
02111,42.35067,-71.06054
02113,42.36526,-71.05524
02114,42.36337,-71.06686
02115,42.34046,-71.09481
02116,42.35105,-71.07638
02118,42.33806,-71.07057
02119,42.32405,-71.08522
02120,42.33212,-71.09654
02121,42.3057,-71.08693
02122,42.29427,-71.05185
02124,42.28583,-71.07114
02125,42.31578,-71.0562
02126,42.27588,-71.0918
02127,42.33455,-71.03875
02128,42.37324,-71.01616
02129,42.37975,-71.06167
02130,42.30823,-71.11515
02131,42.28392,-71.12468
02132,42.27931,-71.16072
02133,42.35838,-71.06383
02134,42.35855,-71.12931
02135,42.34989,-71.15417
02136,42.25505,-71.12662
02138,42.37997,-71.13446
02139,42.36224,-71.10253
02140,42.39332,-71.13342
02141,42.37041,-71.08218
02142,42.36295,-71.08189
02143,42.38142,-71.09677
02144,42.40088,-71.122
02145,42.39206,-71.0895
02148,42.43048,-71.05762
02149,42.40643,-71.05446
02150,42.39587,-71.03251
02151,42.41887,-71.004
02152,42.37724,-70.98115
02155,42.42324,-71.10878
02163,42.36717,-71.12509
02169,42.23971,-71.01802
02170,42.26644,-71.01621
02171,42.28709,-71.02604
02176,42.45561,-71.05901
02180,42.47396,-71.09705
02184,42.20386,-71.0022
02186,42.23854,-71.08464
02188,42.20724,-70.95764
02189,42.2111,-70.93135
02190,42.16625,-70.95253
02191,42.24434,-70.94378
02199,42.34748,-71.08199
02203,42.36144,-71.05945
02205,42.34935,-71.05564
02210,42.34815,-71.03942
02215,42.34741,-71.10276
02301,42.07791,-71.04223
02302,42.08792,-70.99864
02322,42.12666,-71.04922
02324,41.97272,-70.97498
02325,41.98875,-70.96449
02330,41.87388,-70.7563
02332,42.04651,-70.71388
02333,42.03521,-70.94235
02338,41.99138,-70.86326
02339,42.12241,-70.85665
02341,42.05604,-70.87251
02343,42.14733,-71.00484
02346,41.88034,-70.87446
02347,41.83101,-70.9594
02350,42.02043,-70.84562
02351,42.11805,-70.95905
02356,42.05519,-71.12071
02357,42.06224,-71.07751
02359,42.06547,-70.8014
02360,41.87817,-70.63089
02364,41.98616,-70.74823
02366,41.84868,-70.6613
02367,41.96345,-70.80975
02368,42.17506,-71.05011
02370,42.1295,-70.91002
02375,42.01954,-71.10381
02379,42.02139,-71.0267
02382,42.08,-70.93993
02420,42.45821,-71.21762
02421,42.438,-71.23922
02445,42.32581,-71.13319
02446,42.3435,-71.12179
02451,42.39859,-71.2573
02452,42.39365,-71.2202
02453,42.36918,-71.24101
02457,42.29777,-71.26887
02458,42.35294,-71.18763
02459,42.31515,-71.19174
02460,42.35206,-71.20835
02461,42.31693,-71.20875
02462,42.33102,-71.25599
02464,42.31274,-71.21981
02465,42.34969,-71.22646
02466,42.34541,-71.24759
02467,42.31725,-71.16096
02468,42.32777,-71.23142
02472,42.37,-71.17713
02474,42.42053,-71.15666
02476,42.41597,-71.17437
02478,42.39602,-71.17955
02481,42.31064,-71.27779
02482,42.29455,-71.29859
02492,42.27615,-71.24387
02493,42.35893,-71.30009
02494,42.29959,-71.2317
02532,41.75111,-70.59713
02534,41.66626,-70.61628
02535,41.34896,-70.74629
02536,41.59706,-70.56677
02537,41.72882,-70.44317
02538,41.77872,-70.65077
02539,41.37994,-70.53227
02540,41.57128,-70.62807
02542,41.70194,-70.54824
02543,41.48731,-70.74525
02553,41.71297,-70.62011
02554,41.28555,-70.08043
02556,41.63903,-70.62521
02557,41.44218,-70.56648
02558,41.74453,-70.65377
02559,41.69237,-70.61374
02561,41.76782,-70.53281
02562,41.78753,-70.52746
02563,41.71995,-70.4818
02564,41.26552,-69.98608
02568,41.44341,-70.61534
02571,41.76184,-70.70138
02575,41.39651,-70.65496
02576,41.77807,-70.76338
02584,41.25753,-70.00522
02601,41.66,-70.29327
02630,41.69674,-70.3052
02631,41.74673,-70.06894
02632,41.66074,-70.34826
02633,41.68949,-69.97397
02635,41.62348,-70.44051
02637,41.70493,-70.27245
02638,41.73225,-70.19459
02639,41.66639,-70.13535
02641,41.75221,-70.15176
02642,41.83976,-69.97711
02643,41.75534,-69.94002
02644,41.68361,-70.51202
02645,41.70352,-70.06215
02646,41.67103,-70.07144
02647,41.63127,-70.30909
02648,41.67237,-70.41545
02649,41.61778,-70.49077
02650,41.7036,-69.96589
02652,42.0428,-70.09276
02653,41.76901,-69.9737
02655,41.62972,-70.39263
02657,42.06139,-70.19813
02659,41.68258,-70.02234
02660,41.70828,-70.15517
02663,41.90576,-69.989
02664,41.67486,-70.19446
02666,41.98817,-70.04603
02667,41.92937,-70.02074
02668,41.70713,-70.36246
02670,41.66,-70.17098
02671,41.66938,-70.11087
02672,41.6357,-70.31878
02673,41.6557,-70.24447
02675,41.70401,-70.22883
02702,41.78452,-71.06112
02703,41.93108,-71.29499
02713,41.42818,-70.89102
02715,41.81681,-71.15064
02717,41.75405,-70.98312
02718,41.86902,-71.01128
02719,41.63945,-70.87322
02720,41.73095,-71.10932
02721,41.67451,-71.14869
02723,41.69237,-71.1309
02724,41.68372,-71.17949
02725,41.71253,-71.18426
02726,41.76073,-71.14444
02738,41.7092,-70.76362
02739,41.6687,-70.81705
02740,41.63802,-70.93839
02743,41.71323,-70.90054
02744,41.60789,-70.91286
02745,41.70284,-70.94695
02746,41.66474,-70.945
02747,41.6577,-71.01202
02748,41.56096,-70.97963
02760,41.97004,-71.33586
02762,42.01409,-71.33642
02763,41.96666,-71.30743
02764,41.8562,-71.16022
02766,41.96402,-71.18418
02767,41.93939,-71.05191
02769,41.84394,-71.24559
02770,41.75875,-70.84048
02771,41.83787,-71.31736
02777,41.75699,-71.21208
02779,41.83492,-71.07543
02780,41.90743,-71.11939
02790,41.59967,-71.08266
02791,41.52262,-71.08266
02802,41.95221,-71.4559
02804,41.43546,-71.77196
02806,41.7443,-71.31453
02807,41.17762,-71.57854
02808,41.40606,-71.74802
02809,41.68266,-71.26938
02812,41.47625,-71.66094
02813,41.3971,-71.67003
02814,41.89959,-71.69888
02815,41.77723,-71.66177
02816,41.69035,-71.61954
02817,41.6291,-71.66711
02818,41.64214,-71.49307
02822,41.56736,-71.63348
02823,41.73328,-71.54479
02824,41.99934,-71.56322
02825,41.78212,-71.72596
02826,41.98248,-71.64539
02827,41.69792,-71.73847
02828,41.87672,-71.56065
02829,41.89377,-71.59129
02830,41.98016,-71.6484
02831,41.74461,-71.58442
02832,41.50469,-71.72807
02833,41.48117,-71.77787
02835,41.51479,-71.37742
02836,41.45145,-71.62027
02837,41.51524,-71.16455
02838,41.96552,-71.47628
02839,41.9433,-71.64581
02840,41.47838,-71.31993
02841,41.51261,-71.32522
02842,41.51739,-71.27667
02852,41.58809,-71.46094
02857,41.82705,-71.63083
02858,41.96354,-71.64893
02859,41.9665,-71.7464
02860,41.87036,-71.38855
02861,41.87863,-71.35228
02863,41.89005,-71.39336
02864,41.97025,-71.41978
02865,41.91251,-71.44822
02871,41.58384,-71.2564
02872,41.61718,-71.32886
02873,41.5257,-71.77734
02874,41.51543,-71.46985
02875,41.46052,-71.63848
02876,41.99801,-71.58301
02878,41.60905,-71.17413
02879,41.42865,-71.53837
02881,41.4825,-71.52694
02882,41.4253,-71.46816
02885,41.72821,-71.26287
02886,41.70493,-71.45892
02888,41.74909,-71.41123
02889,41.70602,-71.39106
02891,41.36043,-71.79429
02892,41.50226,-71.60174
02893,41.69856,-71.51566
02894,41.44761,-71.69759
02895,42.00103,-71.49923
02896,41.97285,-71.55027
02898,41.52184,-71.67166
02903,41.81902,-71.41003
02904,41.86058,-71.43539
02905,41.78769,-71.39886
02906,41.83964,-71.38963
02907,41.79867,-71.42581
02908,41.83877,-71.43926
02909,41.81825,-71.45078
02910,41.77552,-71.43564
02911,41.85467,-71.47325
02912,41.82783,-71.39959
02914,41.81326,-71.36608
02915,41.77725,-71.34906
02916,41.84438,-71.35258
02917,41.90615,-71.52365
02918,41.84386,-71.43499
02919,41.82733,-71.52002
02920,41.76719,-71.4655
02921,41.76292,-71.51571
03031,42.87056,-71.60683
03032,42.99063,-71.34383
03033,42.74643,-71.67054
03034,43.06269,-71.31106
03036,42.96719,-71.25083
03037,43.1395,-71.2535
03038,42.88867,-71.27932
03042,43.05009,-71.07467
03043,42.99581,-71.81514
03044,42.98899,-71.12494
03045,43.01994,-71.57035
03046,43.10178,-71.60548
03047,42.94029,-71.87053
03048,42.74668,-71.76268
03049,42.7494,-71.58338
03051,42.76394,-71.40716
03052,42.84302,-71.455
03053,42.87927,-71.38702
03054,42.85471,-71.51878
03055,42.81783,-71.67361
03057,42.90265,-71.6861
03060,42.74135,-71.45936
03062,42.72212,-71.49556
03063,42.7795,-71.51939
03064,42.77886,-71.47466
03070,42.97702,-71.68664
03071,42.74892,-71.8747
03076,42.73354,-71.324
03077,43.03219,-71.19945
03079,42.79023,-71.22024
03082,42.90197,-71.77545
03084,42.82856,-71.85495
03086,42.82741,-71.76967
03087,42.80758,-71.29945
03101,42.98881,-71.4659
03102,43.00797,-71.49134
03103,42.95536,-71.44463
03104,43.00926,-71.4411
03106,43.07097,-71.43651
03109,42.96594,-71.40167
03110,42.94065,-71.53023
03215,44.03605,-71.48109
03216,43.44656,-71.79374
03217,43.71492,-71.63033
03218,43.33465,-71.28803
03220,43.46793,-71.4758
03221,43.25482,-71.96122
03222,43.62895,-71.78234
03223,43.84784,-71.67597
03224,43.35171,-71.54691
03225,43.36001,-71.23828
03226,43.70259,-71.51086
03227,43.81419,-71.45712
03229,43.19792,-71.69677
03230,43.52685,-71.8622
03231,43.45555,-71.75551
03233,43.42325,-71.93322
03234,43.21484,-71.33914
03235,43.44831,-71.67208
03237,43.42997,-71.38233
03238,43.98168,-71.88701
03240,43.57599,-71.97221
03241,43.71149,-71.81915
03242,43.17365,-71.8224
03243,43.5276,-71.7644
03244,43.11822,-71.9192
03245,43.75026,-71.58852
03246,43.57239,-71.4775
03249,43.55806,-71.38505
03251,44.0796,-71.65276
03253,43.63193,-71.49749
03254,43.72505,-71.37782
03255,43.3149,-72.02795
03256,43.62425,-71.63514
03257,43.41768,-71.99101
03258,43.25744,-71.39956
03259,43.87921,-71.44527
03260,43.36016,-71.92457
03261,43.21322,-71.20966
03262,43.99885,-71.73813
03263,43.29483,-71.31133
03264,43.72967,-71.71159
03266,43.79407,-71.89035
03268,43.38505,-71.7574
03269,43.53,-71.60219
03273,43.30337,-71.92413
03275,43.15999,-71.41794
03276,43.42783,-71.57514
03278,43.29313,-71.82934
03279,43.94468,-71.88231
03280,43.18339,-72.08979
03281,43.08126,-71.72189
03282,43.86006,-71.9295
03284,43.49361,-72.03057
03285,43.92408,-71.64359
03287,43.45168,-71.91795
03290,43.12391,-71.12089
03291,43.17976,-71.14205
03293,43.97696,-71.67721
03301,43.22423,-71.54342
03303,43.29819,-71.67186
03304,43.13078,-71.53066
03307,43.32257,-71.44265
03431,42.96785,-72.29862
03440,43.06023,-71.97446
03441,42.77737,-72.44263
03442,43.01268,-71.90781
03443,42.8767,-72.46148
03444,42.89403,-72.07178
03445,43.01555,-72.2137
03446,42.86163,-72.29639
03447,42.7592,-72.14794
03448,43.03996,-72.26448
03449,42.98222,-72.00037
03450,42.94157,-72.09107
03451,42.80907,-72.50029
03452,42.82922,-72.05962
03455,42.89816,-72.18308
03456,43.13092,-72.21505
03457,43.00282,-72.12933
03458,42.86906,-71.93797
03461,42.75234,-72.01071
03462,42.8949,-72.40507
03464,43.08256,-72.11085
03465,42.82677,-72.18988
03466,42.89525,-72.50964
03467,42.96894,-72.43203
03470,42.77869,-72.34413
03561,44.33222,-71.80973
03570,44.49953,-71.20396
03574,44.25386,-71.59924
03575,44.28946,-71.41722
03576,44.89839,-71.37178
03579,44.95234,-71.04182
03580,44.17347,-71.69519
03581,44.34227,-71.13413
03582,44.59777,-71.43703
03583,44.40148,-71.4583
03584,44.48696,-71.54278
03585,44.22538,-71.89703
03586,44.22058,-71.7963
03588,44.60545,-71.23204
03590,44.74195,-71.51485
03592,45.1128,-71.25493
03593,44.29816,-71.31774
03595,44.30616,-71.527
03597,44.73439,-71.38243
03598,44.37998,-71.63179
03601,43.23933,-72.29855
03602,43.13751,-72.32938
03603,43.25339,-72.38059
03604,43.13232,-72.38984
03605,43.22815,-72.18032
03607,43.19698,-72.26084
03608,43.07128,-72.40604
03609,43.1441,-72.44512
03740,44.18025,-71.98626
03741,43.67134,-72.01559
03743,43.36026,-72.32489
03745,43.47407,-72.32001
03748,43.60207,-72.11713
03750,43.70681,-72.19308
03751,43.44363,-72.08394
03752,43.28909,-72.11489
03753,43.51534,-72.14798
03755,43.72377,-72.19563
03765,44.03452,-72.05231
03766,43.63491,-72.23819
03768,43.80529,-72.11573
03770,43.5336,-72.26469
03771,44.28443,-72.0098
03773,43.38484,-72.19898
03774,44.09097,-71.9947
03777,43.89548,-72.06672
03779,43.97477,-72.03089
03780,44.03169,-71.97142
03781,43.5526,-72.28399
03782,43.38962,-72.09149
03784,43.63675,-72.30608
03785,44.06525,-71.87017
03801,43.07293,-70.8052
03809,43.45321,-71.21184
03810,43.52692,-71.27941
03811,42.83693,-71.16042
03812,44.08148,-71.29643
03813,44.09408,-71.04573
03814,43.77341,-71.18717
03816,43.69753,-71.24218
03817,43.8885,-71.23358
03818,43.97302,-71.25261
03819,42.93012,-71.12197
03820,43.18933,-70.88428
03823,43.17488,-70.94089
03824,43.11744,-70.91937
03825,43.21366,-71.04227
03826,42.88878,-71.12881
03827,42.90691,-70.98774
03830,43.63549,-70.99568
03832,43.90249,-71.04859
03833,42.97464,-70.98885
03835,43.36319,-71.07605
03836,43.82608,-71.07118
03837,43.42271,-71.32766
03838,44.11257,-71.24036
03839,43.26256,-70.98254
03840,43.03853,-70.84803
03841,42.88148,-71.17856
03842,42.93941,-70.83697
03844,42.92693,-70.88603
03845,44.10317,-71.1271
03846,44.18445,-71.18899
03847,44.06875,-71.12162
03848,42.91562,-71.06647
03849,43.89454,-71.13101
03850,43.69739,-71.29983
03851,43.43606,-71.01633
03852,43.4982,-70.97547
03853,43.63818,-71.29371
03854,43.06558,-70.72003
03855,43.46343,-71.14172
03856,43.03916,-70.96627
03857,43.0691,-70.95164
03858,42.86839,-71.04357
03860,44.0427,-71.12422
03861,43.11931,-71.0068
03862,42.97914,-70.83025
03864,43.69044,-71.10631
03865,42.84032,-71.09603
03867,43.3031,-70.98891
03868,43.31879,-70.9415
03869,43.22092,-70.83995
03870,43.0157,-70.76052
03871,42.9807,-70.77358
03872,43.57225,-71.04249
03873,42.93321,-71.1833
03874,42.88689,-70.8607
03875,43.89944,-71.18636
03878,43.25335,-70.88555
03882,43.74727,-71.04254
03883,43.81252,-71.30789
03884,43.28018,-71.14885
03885,43.01579,-70.90051
